구간,라벨,goods_no,판정,의미,p_female,브랜드,상품명
선행,남성,2760222,F,이성 단독(제외),0.7439,에이오엑스,글로잉 Birphin 후드 화이트
선행,남성,1752886,F,이성 단독(제외),0.7431,이즈,워프 셔츠 블랙
선행,남성,6418614,X,혼성(유지),0.7430,원헌드레드퍼센트,OHPxHARMONIA4 테디바나 세미오버 반팔티6
선행,남성,5535046,F,이성 단독(제외),0.7417,제멋,펠트라인 후드 카키 JIHD2667
선행,남성,4279352,F,이성 단독(제외),0.7407,수프라,우븐 긴팔 티셔츠
선행,남성,5373067,F,이성 단독(제외),0.7407,엄브로,HBL 로얄 컬리지 컬러블럭 럭비 카라 긴팔 티셔츠 그린(UQ321CRL92)
선행,남성,2655679,F,이성 단독(제외),0.7405,비피피,love city tee_ ivory
선행,남성,5592170,F,이성 단독(제외),0.7402,크림소다랩,오버클럭 투엑스라지 럭비 져지 롱슬리브 네이비
선행,남성,4371419,F,이성 단독(제외),0.7399,버커루,베이직 아트웍 후디 블랙
선행,남성,1451669,F,이성 단독(제외),0.7385,색 스튜디오,PLEATS SIDE LONG SLEEVE BLACK
선행,남성,3236216,F,이성 단독(제외),0.7381,리브레너,90s USMC 어쓸레틱 반팔티셔츠
선행,남성,1390697,F,이성 단독(제외),0.7375,우빙,SPACE BOX LONG SLEEVES (GRAY)
선행,남성,3585557,F,이성 단독(제외),0.7373,더블유브이프로젝트,원더 유니버스 후드 네이비 MJHD7696
선행,남성,5410263,F,이성 단독(제외),0.7370,크림소다랩,후드 패딩 카모 레터링 셔츠 모카
선행,남성,4216721,X,혼성(유지),0.7363,아르메데스,[2PACK] 아트그래픽 기능성 반팔 티셔츠 (803)
선행,남성,5267620,X,혼성(유지),0.7357,빈폴 멘,남녀공용 GRAB 그래픽 라운드넥 티셔츠  아이보리
선행,남성,2034448,F,이성 단독(제외),0.7350,아이코노그라피,LONDON ADDRESS VOLUME PRINT LBL
선행,남성,2010543,X,혼성(유지),0.7347,어퍼스트로피 콤마,백 포인트 라벨 무지 반팔티셔츠 (크림베이지)
선행,남성,4150909,F,이성 단독(제외),0.7343,스포츠 일러스트레이티드,CYCLING HALF SLEEVE COLLARED T-SHIRT (DARK GREY)
선행,남성,3317700,X,혼성(유지),0.7342,코랄리안,테니스 라운드 소로나 티셔츠 화이트
선행,남성,3983467,F,이성 단독(제외),0.7338,앨빈클로,마틴 골프 그립 오버핏 반팔티 AST4532 (3 COLOR)
선행,남성,5170055,X,혼성(유지),0.7337,아키아,오버사이즈 반팔 티셔츠 - 피그먼트 다잉 - 문 그레이
선행,남성,6347132,F,이성 단독(제외),0.7331,칼렉,올데이 그래픽 슬리브리스 (다크그레이)
선행,남성,3189011,F,이성 단독(제외),0.7316,어레이드,컴피 오버사이즈 래글런 후디 [GRAY]
선행,남성,4142772,F,이성 단독(제외),0.7309,워크온바디오프,[어깨+3cm] 비와이드 오버핏 반팔 티셔츠 [블랙]
선행,남성,4860888,F,이성 단독(제외),0.7307,어널로이드,버튼 로고 티셔츠 / 블랙
선행,남성,6176362,F,이성 단독(제외),0.7304,그루브라임,마이애미비치 서프클럽 반팔 티셔츠 (LRSMCTR729M)
선행,남성,1474567,X,혼성(유지),0.7302,펠스파브룩,트루핏 하프 폴로셔츠[POWDER BLUE]
선행,남성,4226775,X,혼성(유지),0.7298,아르메데스,[2PACK] 아트그래픽 기능성 반팔 티셔츠 (805)
선행,남성,6520192,X,혼성(유지),0.7295,엠블룩,프리미엄 면스판 라운드 반팔티 체크베어S와펜 (4color)
선행,남성,4862332,F,이성 단독(제외),0.7284,1993스튜디오,스포티 메쉬 래글런 티셔츠_블랙
선행,남성,4160282,X,혼성(유지),0.7281,엘라모,투모로우 옆트임레이어드 반팔티셔츠 남녀공용 빅사이즈 XS~XL
선행,남성,5339367,F,이성 단독(제외),0.7277,워크어스,올모스트데얼 빅 그랙 티셔츠 - 화이트블루
선행,남성,5259566,X,혼성(유지),0.7271,원헌드레드퍼센트,OHPxHARMONIA 저승이들 세미오버 반팔티
선행,남성,5213070,X,혼성(유지),0.7269,라이프워크,골드실버독 반팔 티셔츠
선행,남성,1474625,X,혼성(유지),0.7256,펠스파브룩,30수 스트라이프 롱슬리브[GREY]
선행,남성,5170057,X,혼성(유지),0.7251,아키아,오버사이즈 반팔 티셔츠 - 피그먼트 다잉 - 피치핑크
선행,남성,4450852,F,이성 단독(제외),0.7246,더블유브이프로젝트,핸디 후드 브라운 JIHD7758
선행,남성,6606264,F,이성 단독(제외),0.7239,드마크,M OUTSTITCH BOXY SHORT SLEEVE TEE - khaki
선행,남성,6036395,X,혼성(유지),0.7227,세르지오 타키니,U 클래식 스몰 그래픽 반팔 티셔츠 (Navy)
선행,남성,6451825,X,혼성(유지),0.7225,원헌드레드퍼센트,OHPxGOODD4 캠프파이어 세미오버 반팔티6
선행,남성,2112553,F,이성 단독(제외),0.7223,에즈카톤,유니온 후드 스모크그린 KMHD6617
선행,남성,5729245,F,이성 단독(제외),0.7218,어젠더,헨리 부클 스트라이프 그레이
선행,남성,1219940,F,이성 단독(제외),0.7214,모즈모즈,스몰 로고자수 피그먼트 후드 오버핏 네이비
선행,남성,4191457,F,이성 단독(제외),0.7212,디안티플랫폼,피그먼트 오버핏 집업 피케 셔츠 (베이지)
선행,남성,2025790,F,이성 단독(제외),0.7204,세울리앙,é logo hoodie [GRAY]
선행,남성,6561953,X,혼성(유지),0.7203,원헌드레드퍼센트,OHPxHARMONIA 무림고수 피그먼트 반팔티 6
선행,남성,2297659,F,이성 단독(제외),0.7197,레이버러스,서비스 스테이션 티셔츠 네이비
선행,남성,5901994,F,이성 단독(제외),0.7197,토니로렌스,아플리케 패치 롱슬리브 멜란지그레이
선행,남성,6391259,X,혼성(유지),0.7194,바이모노,[남녀공용 M-8XL] 쏙쏙숨티 자동넣입 드롭 반팔티
선행,남성,6844950,F,이성 단독(제외),0.7192,레뷰라,PARADISO SLUB T-SHIRTS - UNISEX / OFF WHITE
선행,남성,5196947,X,혼성(유지),0.7191,게스,4color 유니 레귤러핏 아치로고 반팔티 NP2KE406
선행,남성,6607827,F,이성 단독(제외),0.7190,드마크,M Street collage oversized t-shirts
선행,남성,4160269,X,혼성(유지),0.7189,엘라모,렉탱걸 기본 반팔티셔츠 남녀공용 빅사이즈 XS~XL
선행,남성,5267684,X,혼성(유지),0.7188,빈폴 멘,남녀공용 GOOD LUCK 그래픽 라운드넥 티셔츠  그린
선행,남성,2010549,X,혼성(유지),0.7177,어퍼스트로피 콤마,하프폴드 라벨 반팔티셔츠 (오트밀)
선행,남성,5102940,X,혼성(유지),0.7169,원헌드레드퍼센트,OHPxJOY 스마일스컬 세미오버 반팔티
선행,남성,4723038,X,혼성(유지),0.7168,체이스컬트,공용 2PACK 세미오버 반팔 티셔츠-화이트
선행,남성,3317734,X,혼성(유지),0.7165,코랄리안,테니스 라운드 소로나 티셔츠 화이트
선행,남성,5487876,X,혼성(유지),0.7165,제트디 스포츠,ZD NO.18 스트라이프 풋볼 져지 [블랙]
선행,남성,5295453,F,이성 단독(제외),0.7162,돌돌,SHARK-DOG_tshirts-176 샤크독 서핑 하와이 그래픽 티셔츠 반팔티
선행,남성,2506000,F,이성 단독(제외),0.7148,크림소다랩,파쿠 로고 반팔티 라이트 그레이 그린
선행,남성,2749106,X,혼성(유지),0.7143,모즈모즈,[2PACK] 더블코튼 뒷절개 오버핏 티셔츠 패키지
선행,남성,3363961,F,이성 단독(제외),0.7138,어레이드,A.G.I 더 디핀 티셔츠 [BLACK]
선행,남성,2010528,X,혼성(유지),0.7134,어퍼스트로피 콤마,슬리브 포인트 스트라이프 반팔티셔츠 (네이비)
선행,남성,853763,F,이성 단독(제외),0.7128,리스펙트,인터네셔널 로고 후드
선행,남성,4371107,F,이성 단독(제외),0.7128,더바이닐하우스,OLD WEST TYPO LS TEE OLIVE
선행,남성,5133268,F,이성 단독(제외),0.7127,마크엠,스몰 로고 나일론 티셔츠 (MKIBC8806)
선행,남성,6605940,X,혼성(유지),0.7126,노밍,[2PACK] 루즈핏 크롭 피그먼트 숏 슬리브 (4COLOR)
선행,남성,4678969,F,이성 단독(제외),0.7122,써치410,트레이서 크랙 반팔티 화이트
선행,남성,4862218,F,이성 단독(제외),0.7109,더바이닐하우스,VINTAGE DAY LETTER TEE WHITE
선행,남성,5632318,X,혼성(유지),0.7104,아르메데스,면 20수 아트그래픽 티셔츠 (1030)
선행,남성,6187111,F,이성 단독(제외),0.7099,티메이커,공용 스트라이프 반팔티 BL
선행,남성,5214838,X,혼성(유지),0.7096,원헌드레드퍼센트,OHPxGOODD4 썸즈업 세미오버 반팔티
선행,남성,4590622,F,이성 단독(제외),0.7093,에잇세컨즈,그래픽 가먼트다잉 맨투맨  브라운
선행,남성,3317753,X,혼성(유지),0.7080,코랄리안,테니스 라운드 소로나 티셔츠 화이트
선행,남성,5976040,F,이성 단독(제외),0.7080,디써티원,핀스트라이프 롱슬리브 카라 티셔츠(아이보리)
선행,남성,1486747,F,이성 단독(제외),0.7061,니어러스,반팔티셔츠MOMENTON LOGO OVER TEE
선행,남성,1752827,F,이성 단독(제외),0.7060,이즈,워프 셔츠 베이지
선행,남성,3843013,F,이성 단독(제외),0.7047,엘무드,루나 가먼트 다잉 하프 티셔츠 베이지
선행,남성,5593635,F,이성 단독(제외),0.7045,웬즈데이오아시스,코지 오아시스 자수 후드티_BURGUNDY(W25-TP49)
선행,남성,1862728,X,혼성(유지),0.7043,세븐틴스,자유의여신상 오버핏 라운드 (블랙-FREE)
선행,남성,5503572,F,이성 단독(제외),0.7039,티떠블유엔,테네시티 후드 다크그레이 HHHD3625
선행,남성,6092496,X,혼성(유지),0.7033,빈폴 멘,[Essential] 피케 칼라넥 반소매 티셔츠  스카이 블루
선행,남성,6330483,F,이성 단독(제외),0.7029,코오롱스포츠,남성 데이팩 루즈핏 후드 반팔 아노락 TLTCM26671BLK
선행,남성,6204585,F,이성 단독(제외),0.7027,세터,아치 로고 링거 반팔 티셔츠 크림
선행,남성,5127822,F,이성 단독(제외),0.7025,마크엠,모먼트 프린팅 후디 (MJIBI8605)
선행,남성,3842905,F,이성 단독(제외),0.7021,엘무드,테리 웨스턴 하프 니트 모스 카키
선행,남성,6644627,X,혼성(유지),0.7017,다운블로우,[2PACK] 남여 스포츠 메쉬 기능성 쿨링 풀집업 베스트 DB6522set
선행,남성,5087032,X,혼성(유지),0.7010,윌리워 스튜디오,팝 로고 프린트 티셔츠[3 COLOR]
선행,남성,3145031,X,혼성(유지),0.7009,비볼드비쿨,댕댕이 [T-Shirt]
선행,남성,4200459,F,이성 단독(제외),0.7008,원헌드레드퍼센트,OHPxQUIRK b금발미녀 no.3 세미오버 반팔티
선행,남성,6310114,F,이성 단독(제외),0.6997,베이스모먼트,스트라이프 보더 크롭 티셔츠 블루
선행,남성,3399209,F,이성 단독(제외),0.6991,드마크,돌먼슬리브 박스핏 티셔츠 핀스트라이프 아이보리
선행,남성,2546356,F,이성 단독(제외),0.6988,드마크,컬러배색 그래픽로고 반팔티셔츠 그레이
선행,남성,3525266,F,이성 단독(제외),0.6983,와르,DM1012 올 오버 후드 티셔츠_블랙
선행,남성,5170059,X,혼성(유지),0.6980,아키아,오버사이즈 반팔 티셔츠 - 피그먼트 다잉 - 스모키 라벤더
선행,남성,4756334,X,혼성(유지),0.6977,투타임즈유,공용 서울 랜드마크 티2 화이트_UK0502AWHT-BLK
선행,남성,4326773,F,이성 단독(제외),0.6974,수프라,우븐 포켓 믹스 후드티(PINK)
선행,남성,5267701,X,혼성(유지),0.6965,빈폴 멘,남녀공용 레터링 라운드넥 티셔츠  애쉬
선행,남성,5897258,F,이성 단독(제외),0.6965,그루브라임,18수 싱글 그래픽 반팔 티셔츠 (3COLOR) (HRTMCTR106M)
선행,남성,1474674,X,혼성(유지),0.6964,펠스파브룩,스트라이프 후디[KHAKI]
선행,남성,4959587,X,혼성(유지),0.6962,빅웨이브 컬렉티브,스트레칭 펭귄 반팔 티셔츠 (오프 화이트)
선행,남성,1474687,X,혼성(유지),0.6960,펠스파브룩,30수 스트라이프 립 배색 티셔츠[BLUE]
선행,남성,6036390,X,혼성(유지),0.6955,세르지오 타키니,U 클래식 스몰 그래픽 반팔 티셔츠 (White)
선행,남성,1474680,X,혼성(유지),0.6953,펠스파브룩,20수 스트라이프 하프 립 배색 티셔츠[BEIGE]
선행,남성,6606157,X,혼성(유지),0.6953,노밍,[2PACK] 루즈핏 크롭 이지 롱 슬리브 (4COLOR)
선행,남성,4091378,X,혼성(유지),0.6952,체이스컬트,공용 뒷판 그래픽 반팔 티셔츠-DBRU5826D0D
선행,남성,6625239,X,혼성(유지),0.6952,원헌드레드퍼센트,OHPxJOY 포기란없다 피그먼트 반팔티6
선행,남성,4748871,F,이성 단독(제외),0.6947,체이스컬트,공용 에센셜 로고 후드 티셔츠-화이트
선행,남성,1310934,F,이성 단독(제외),0.6944,스페로네,오버핏 롱슬리브 (샐몬)
선행,남성,6408242,X,혼성(유지),0.6937,케이스위스,60th 쉴드 플라워 그래픽 티_1KSTSMV906IV
선행,남성,6831804,X,혼성(유지),0.6927,원헌드레드퍼센트,OHPxHARMONIA4 풀빌라 세미오버 반팔티6
선행,남성,3317796,X,혼성(유지),0.6921,코랄리안,테니스 라운드 소로나 티셔츠 네이비
선행,남성,4226791,X,혼성(유지),0.6918,아르메데스,[2PACK] 아트그래픽 기능성 반팔 티셔츠 (806)
선행,남성,5586935,F,이성 단독(제외),0.6902,펀치라인,라이트 포지티브 후드 버건디 JIHD9205
선행,남성,6164250,X,혼성(유지),0.6893,메종마스터,메종마스터 베이직 후드티 남여공용 그레이
선행,남성,4673086,F,이성 단독(제외),0.6891,버커루,오버핏 그라데이션 로고 후드 티셔츠 멜란지 그레이
선행,남성,6246984,X,혼성(유지),0.6890,아디다스,스케이트보딩 아디다스 코르포 솔루션 후디 KC2260
선행,남성,1998927,F,이성 단독(제외),0.6887,드마크,사선절개 컬러매치 숏슬리브 그레이
선행,남성,3363175,F,이성 단독(제외),0.6882,원헌드레드퍼센트,OHP X GOODD b저스트스마일 세미오버 반팔티
선행,남성,5556297,F,이성 단독(제외),0.6878,쿠톤,포뮬러 피그먼트 오버핏 후디 3COLOR
선행,남성,6021541,F,이성 단독(제외),0.6872,김익,비스토우 피케 반팔 (오프화이트)
선행,남성,6625338,X,혼성(유지),0.6871,원헌드레드퍼센트,OHPxJOY 보타니크 세미오버 반팔티
선행,남성,6158728,X,혼성(유지),0.6870,푸마 골프,우븐 긴팔 피스테 유니 3color
선행,남성,3937704,F,이성 단독(제외),0.6869,원헌드레드퍼센트,OHP X QUIRK b킬러와소녀 세미오버 반팔티n
선행,남성,3763828,X,혼성(유지),0.6863,라이프워크,공용) 실리콘 라독와펜 반팔 티셔츠
선행,남성,6136391,F,이성 단독(제외),0.6860,샌드 사운드,(UNISEX) EVERYONE 반소매 티셔츠  화이트
선행,남성,5170053,X,혼성(유지),0.6858,아키아,오버사이즈 반팔 티셔츠 - 피그먼트 다잉 - 모카무스
선행,남성,5275238,F,이성 단독(제외),0.6850,더마일,CENTRAL MILES CREW [PIGMENT D.GRAY/R]
선행,남성,6328913,F,이성 단독(제외),0.6844,바스틱,나이트 티셔츠_블랙
선행,남성,4653668,F,이성 단독(제외),0.6831,무신사 스탠다드,버티컬 크로셰 슬릿 넥 폴로 셔츠 [아이보리]
선행,남성,1067003,X,혼성(유지),0.6813,기럭지,폰 포켓 라운드 티셔츠
선행,남성,1115371,F,이성 단독(제외),0.6813,디더블유에스이,LHERITAGE 롱 슬리브 (화이트)
선행,남성,6961587,F,이성 단독(제외),0.6810,노디,인시그니아 레이어드 슬럽 롱슬리브 세이지 그린
선행,남성,4280021,X,혼성(유지),0.6805,아르메데스,[2PACK] 아트그래픽 기능성 반팔 티셔츠 (810)
선행,남성,4756336,X,혼성(유지),0.6797,투타임즈유,공용 서울 랜드마크 티2 래드_UK0502ARED-WHT
선행,남성,4244339,X,혼성(유지),0.6790,그라운즈스웻,클래식 심볼 티셔츠
선행,남성,6093576,X,혼성(유지),0.6789,빈폴 멘,싱글 스트라이프 반소매 티셔츠  아이보리
선행,남성,4160267,X,혼성(유지),0.6787,엘라모,LL-01 옆트임 반팔티셔츠 남녀공용 빅사이즈 XS~XL
선행,남성,6241366,F,이성 단독(제외),0.6787,할리데이비슨 컬렉션스®,[BV] 플레임 라이더 티셔츠 챠콜_HH16111064
선행,남성,5653677,F,이성 단독(제외),0.6781,이에스씨 스튜디오,Drape Scarf T-shirt (red&black)
선행,남성,3973620,X,혼성(유지),0.6765,클레버필드,과일 모티브 오버핏 MAN 티셔츠_오프화이트
선행,남성,6007092,F,이성 단독(제외),0.6757,더바이닐하우스,LUCKY HOUSE LS TEE WHITE
선행,남성,1665479,X,혼성(유지),0.6754,어퍼스트로피 콤마,MELTED LOGO HOODIE (Oatmeal/Ivory)
선행,남성,2816588,X,혼성(유지),0.6751,웨이브도넛,VENICE T-SHIRTS_WHITE
선행,남성,5087022,X,혼성(유지),0.6745,윌리워 스튜디오,윌리워 아웃라인 티셔츠[3 COLOR]
선행,남성,5343039,F,이성 단독(제외),0.6744,바이엘,페인티드 그래피티 후드 네이비
선행,남성,6788363,X,혼성(유지),0.6730,원헌드레드퍼센트,OHPxHARMONIA 스피닝 피그먼트 반팔티6
선행,남성,4796989,F,이성 단독(제외),0.6726,펀치라인,번치 피그먼트 후드 더스티로즈 ISHD9189
선행,남성,6140589,F,이성 단독(제외),0.6722,디오디,토락원 가마보코 반팔 티셔츠(MELON)
선행,남성,5276426,X,혼성(유지),0.6714,원헌드레드퍼센트,OHPxGOODD4 떠날용기 세미오버 반팔티6
선행,남성,4300239,F,이성 단독(제외),0.6705,이스트쿤스트,HIDEOUT HOODIE_BLACK(IK2ESMM403A)
선행,남성,5080117,X,혼성(유지),0.6698,아크메드라비,SQUARE BASKETBALL SHORT SLEEVE T-SHIRT (3COLOR)
선행,남성,5739740,X,혼성(유지),0.6692,수아트,오비에하 티셔츠
선행,남성,3617172,F,이성 단독(제외),0.6690,펀치라인,시큐어 후드 4종 네이비 ISHD6228
선행,남성,6669826,X,혼성(유지),0.6683,원헌드레드퍼센트,OHPxHARMONIA 고래의 여름 피그먼트 반팔티6
선행,남성,6417585,X,혼성(유지),0.6667,제너럴아이디어,UNISEX 피클 그래픽 반팔 티셔츠 [3COL] / GF2UTS014
선행,남성,6581788,F,이성 단독(제외),0.6666,일꼬르소,CRS Sorona Cotton ARCHIVE 숏 슬리브 티셔츠 블랙
선행,남성,587119,X,혼성(유지),0.6663,발란트,유니버스티타이프 베이직티셔츠 블루
선행,남성,4160277,X,혼성(유지),0.6662,엘라모,스카이베어 옆트임레이어드 반팔티셔츠 남녀공용 빅사이즈 XS~XL
선행,남성,5148409,F,이성 단독(제외),0.6659,엠오오,카모 25 링거  반팔티 - 카키
선행,남성,6163987,X,혼성(유지),0.6651,메종마스터,메종마스터 베이직 후드티 남여공용 블랙
선행,남성,5606928,F,이성 단독(제외),0.6647,뭉제르,Paris 1 Cropped Fit Sweatshirt
선행,남성,3167424,X,혼성(유지),0.6644,어굿데이,[UNISEX] 시티 오브 엘에이 반팔티셔츠
선행,남성,6183398,F,이성 단독(제외),0.6638,낫유즈얼,레드픽셀홀스 오버핏 반팔티 4color
선행,남성,5102942,X,혼성(유지),0.6634,원헌드레드퍼센트,OHPxJOY 핑크스컬 세미오버 반팔티
선행,남성,4092657,X,혼성(유지),0.6630,게인스보로,[SET] 쿨코튼 서머 피그먼트 기획전_12종
선행,남성,5086925,X,혼성(유지),0.6628,윌리워 스튜디오,INTERSECT 팝로고 티셔츠[2 COLOR]
선행,남성,6006810,X,혼성(유지),0.6622,라이프워크,기획) 공용) 뉴 아크 라독 반팔 티셔츠
선행,남성,3290967,F,이성 단독(제외),0.6612,아케시,고질라 피그먼트 반팔티 퍼플
선행,남성,4451896,X,혼성(유지),0.6605,메스타리,엠 로고 오버핏(남녀공용) 티셔츠 블랙 MT8001
선행,남성,4561862,F,이성 단독(제외),0.6600,에키에타,Pilgrims Hoodie in Lemon
선행,남성,6506651,X,혼성(유지),0.6584,제너럴아이디어,UNISEX 온도컷 쿨링 로고 반팔 티셔츠 [2COL] / GF2UTS017
선행,남성,5191908,F,이성 단독(제외),0.6583,폴루션,모샤드 우븐 티셔츠 카키
선행,남성,5393007,F,이성 단독(제외),0.6581,골든선샤인,Colorblock raglan long sleeve_Natural green
선행,남성,4762691,X,혼성(유지),0.6578,빈폴 멘,[Essential] 수피마 코튼 라운드넥 티셔츠  아이보리 (BC5242E120)
선행,남성,5229892,X,혼성(유지),0.6573,원헌드레드퍼센트,OHPxHARMONIA4 수친자 세미오버 반팔티6
선행,남성,5030459,F,이성 단독(제외),0.6558,웬즈데이오아시스,시그니처 커브 로고 반팔 티셔츠_NAVY(W25-TP21)
선행,남성,4835746,F,이성 단독(제외),0.6556,더마일,어토믹 스웨트 후드 [PIGMENT KHAKI]
선행,남성,6406059,F,이성 단독(제외),0.6553,엄브로,[COOLING] 아이스코튼 오버핏 슬리브리스 티셔츠 차콜 UR221CSL62
선행,남성,6594557,F,이성 단독(제외),0.6551,일꼬르소,CRS 「Freeze Cool Cotton 」 다잉 숏 슬리브 티셔츠 화이트
선행,남성,2977555,F,이성 단독(제외),0.6542,드헤베,미니멀 로고 자수 후드 [BLACK]
선행,남성,5191824,X,혼성(유지),0.6538,원헌드레드퍼센트,OHPxGOODD4 비치모드 오버핏 반팔티6 (4XL)
선행,남성,5937813,X,혼성(유지),0.6538,모크모,MOCMO M자수 기모 후드티
선행,남성,6339472,X,혼성(유지),0.6518,원헌드레드퍼센트,OHPxQUIRK 커플서핑 세미오버 반팔티6
선행,남성,5268175,X,혼성(유지),0.6515,빈폴 멘,[Essential] 남녀공용 로고 자수 스웨트 셔츠  아이보리
선행,남성,2010550,X,혼성(유지),0.6510,어퍼스트로피 콤마,하프폴드 라벨 반팔티셔츠 (카키)
선행,남성,6470324,X,혼성(유지),0.6510,라이프워크,공용) 2PACK 뉴 베이직 반팔 티셔츠
선행,남성,5549531,X,혼성(유지),0.6504,제네럴웍스,긴팔 라운드 티셔츠_2컬러 GT003
선행,남성,5982752,F,이성 단독(제외),0.6503,노운,ribbed hooded t-shirts (charcoal)
선행,남성,4160270,X,혼성(유지),0.6497,엘라모,하와이비치 기본 반팔티셔츠 남녀공용 빅사이즈 XS~XL
선행,남성,5549425,X,혼성(유지),0.6489,제네럴웍스,긴팔 라운드 티셔츠_2컬러 GT002
선행,남성,5086959,X,혼성(유지),0.6485,스노우피크 어패럴,워터 레터링 반팔 티셔츠 (S25MMWSW02) Pastel Blue
선행,남성,4071752,F,이성 단독(제외),0.6473,필이너프,EUPHORIA LONGSLEEVE BLACK
선행,남성,3243839,F,이성 단독(제외),0.6471,디메이든,THREE SWEEPERS VINTAGE HOODIE WHITE
선행,남성,5550204,X,혼성(유지),0.6470,제네럴웍스,긴팔 라운드 티셔츠_2컬러 GT004
선행,남성,1811575,X,혼성(유지),0.6467,에이오엑스,YES Mask Hoodie(Oversize fit)마스크후드 Black
선행,남성,1887246,X,혼성(유지),0.6467,더블유브이프로젝트,식스틴 반팔티셔츠 옐로우 CJST7500
선행,남성,5341902,F,이성 단독(제외),0.6464,지오송지오,앙코에랑 엠브로이드 후드 브라운 ZH5TS524BR
선행,남성,6068576,X,혼성(유지),0.6449,모크모,남녀공용 애슬릿 태극기 반팔 티셔츠
선행,남성,2384813,F,이성 단독(제외),0.6447,카멜워크,어센틱 로고 반팔티셔츠(블랙)
선행,남성,6176330,F,이성 단독(제외),0.6437,그루브라임,모터레이싱 그래픽 반팔 티셔츠 (LRSMCTR708M)
선행,남성,5251029,X,혼성(유지),0.6436,제네럴웍스,GW-25S-JP-06 프린팅 JP 반팔 티셔츠 (4color)
선행,남성,6572342,X,혼성(유지),0.6433,테슬라,공용 데일리 그래픽 오버핏 면 반팔 티셔츠 커플티
선행,남성,5730658,F,이성 단독(제외),0.6428,바이모노,[빅사이즈 M-6XL] 모노 USA 시티 양기모 맨투맨
선행,남성,5739788,F,이성 단독(제외),0.6410,수아트,버블팝 티셔츠
선행,남성,6615600,X,혼성(유지),0.6405,다운블로우,[2PACK] 남여 스포츠 메쉬 기능성 쿨링 배색 베스트 DB5113
선행,남성,6627164,X,혼성(유지),0.6398,오버더와르,솔리드 코튼 반팔티
선행,남성,5712942,X,혼성(유지),0.6393,더마일,MILENCE HOODIE_PIGMENT GRAY
선행,남성,1395584,F,이성 단독(제외),0.6389,파베르핑거,LOGO MIDDLE LINE OVERSIZED T-SHIRT (PURPLE BLUE)
선행,남성,6408257,X,혼성(유지),0.6385,케이스위스,60th 쉴드 그래픽 티_1KSTSMV905WH
선행,남성,5231257,F,이성 단독(제외),0.6364,테켓,Noise Stripe Tee Blue
선행,남성,6053610,X,혼성(유지),0.6351,아디다스,오리지널스 바스켓볼 워밍업 탑 KA9350
선행,남성,6260814,X,혼성(유지),0.6350,원헌드레드퍼센트,OHPxHARMONIA4 전하의 취미 세미오버 반팔티6
선행,남성,5248594,X,혼성(유지),0.6344,헤링본,[SET] 커플 시밀러룩세트 롱원피스 & 하와이안셔츠 HI186 NI102
선행,남성,6009297,X,혼성(유지),0.6340,패기앤코,[공용]세미 오버 핏 숏 슬리브 그래픽 티셔츠 26S31
선행,남성,6260053,F,이성 단독(제외),0.6336,웬즈데이오아시스,본다이 스트라이프 롱 슬리브 티셔츠_LIGHT BLUE(WB6TP24)
선행,남성,4971435,X,혼성(유지),0.6321,라이프워크,공용) 워싱 빅라독 반팔 티셔츠
선행,남성,5995281,F,이성 단독(제외),0.6310,필립페이커,비엠씨 러블리언 후드티 피그먼트 빈티지 블랙
선행,남성,6157701,F,이성 단독(제외),0.6306,더 오피셜 레퓨지,DIRTY SPRAY DYESD T SHIRT (WHITE)
선행,남성,3167467,X,혼성(유지),0.6299,어굿데이,[UNISEX] 플라워지 롱슬리브 티셔츠(white)
선행,남성,4160283,X,혼성(유지),0.6294,엘라모,바퀴 기본 반팔티셔츠 남녀공용 빅사이즈 XS~XL
선행,남성,3237089,X,혼성(유지),0.6292,더그린랩,새드몰 반팔티셔츠 [화이트]
선행,남성,3317548,X,혼성(유지),0.6292,코랄리안,테니스 라운드 소로나 티셔츠 화이트
선행,남성,496267,X,혼성(유지),0.6285,발란트,포인트B 슬림타이프 티셔츠 그레이
선행,남성,3317839,X,혼성(유지),0.6282,코랄리안,테니스 피케 소로나 티셔츠 블루
선행,남성,4762451,X,혼성(유지),0.6275,빈폴 멘,[Essential] 남녀공용 수피마 코튼 라운드넥 티셔츠  로열 블루
선행,남성,6150879,X,혼성(유지),0.6259,그랜피니,세미 오버핏 GF 반팔티
선행,남성,5170056,X,혼성(유지),0.6255,아키아,오버사이즈 반팔 티셔츠 - 피그먼트 다잉 - 오트밀
선행,남성,6645193,F,이성 단독(제외),0.6255,드마크,M Standard Fit Solid French T-Shirt Navy
선행,남성,4762511,X,혼성(유지),0.6246,빈폴 멘,[Essential] 남녀공용 수피마 코튼 피케 티셔츠  라이트 핑크 (BC5242E11Y)
선행,남성,3122036,X,혼성(유지),0.6229,더바이닐하우스,SPRAY LOGO TEE WHITE (VH2DSUT500A)
선행,남성,4597792,F,이성 단독(제외),0.6224,엘무드,헨리 LD 리브드 롱슬리브 티셔츠 ( 3 COLOR )
선행,남성,5086808,X,혼성(유지),0.6224,윌리워 스튜디오,커버스티치 후로킹 슬리브리스[3 COLOR]
선행,남성,4226836,X,혼성(유지),0.6216,아르메데스,[2PACK] 아트그래픽 기능성 반팔 티셔츠 (808)
선행,남성,5270301,X,혼성(유지),0.6215,제네럴웍스,접촉불가 경고문 티셔츠 PART01
