구간,라벨,goods_no,판정,의미,p_female,브랜드,상품명
선행,남성,4107917,F,이성 단독(제외),0.2561,브라바도,TUPAC THUG LIFE ROSE BK (BRENT2485)
선행,남성,1354974,F,이성 단독(제외),0.2560,모즈모즈,스탠다드 특양면 반팔티셔츠_블랙
선행,남성,6966903,F,이성 단독(제외),0.2556,뭉,Fade out fake pocket tee navy
선행,남성,6354363,F,이성 단독(제외),0.2547,셔츠마이립스,키스 마크 락스타 크롭 티셔츠 화이트
선행,남성,4920799,F,이성 단독(제외),0.2546,그레이버,[UNISEX]MAKET베어 롱슬리브 티셔츠_2color
선행,남성,4324030,X,혼성(유지),0.2545,원헌드레드퍼센트,OHPxHARMONIA b백호와 소년 오버핏 헤비 후드
선행,남성,6088642,F,이성 단독(제외),0.2517,아디다스,adi365 송 포 더 뮤트 러닝 탱크 남성용 KT0774
선행,남성,730303,X,혼성(유지),0.2507,기럭지,레이어드 반팔  롱티셔츠
선행,남성,3238001,F,이성 단독(제외),0.2507,세인트페인,SP 웨이브 알로하 티셔츠-화이트
선행,남성,895126,X,혼성(유지),0.2506,루나시,H2 컨셉트 후드 - 그레이
선행,남성,2365062,F,이성 단독(제외),0.2502,플루크,마운틴 캐번 그래픽 반팔티셔츠 스카이 FST157
선행,남성,4254695,F,이성 단독(제외),0.2491,플랫웨이브 인 서울,Meraki Muscle Charcoal
선행,남성,6724043,F,이성 단독(제외),0.2486,베르브리스,드라이핏 타이다이 퍼포먼스 반팔 티셔츠 (네이비)
선행,남성,2034444,F,이성 단독(제외),0.2475,아이코노그라피,LONDON ADDRESS VOLUME PRINT DCR
선행,남성,6291204,F,이성 단독(제외),0.2472,마크곤잘레스,GONZ 슬럽 링거 반팔 티셔츠 - INDI PINK
선행,남성,4924172,F,이성 단독(제외),0.2464,드마크,박스핏 라글란슬리브 페이즐리 티셔츠  화이트
선행,남성,3208722,X,혼성(유지),0.2443,원헌드레드퍼센트,OHP X GOODD b빅캣 세미오버 반팔티2
선행,남성,4876633,F,이성 단독(제외),0.2438,쿠톤,에센셜 오버핏 헤비 반팔티셔츠
선행,남성,2030541,F,이성 단독(제외),0.2417,아이코노그라피,PIGMENT PROTOTYPE  GYE
선행,남성,1945121,X,혼성(유지),0.2416,오드닷,스티치 디테일 티셔츠_인디핑크
선행,남성,1733263,X,혼성(유지),0.2411,제멋,[SET] 리오 오버핏 후드 스웨트세트 KJHD2304+KJLP2179
선행,남성,4934349,F,이성 단독(제외),0.2404,원헌드레드퍼센트,OHPxHARMONIA 베트캣 세미오버 반팔티
선행,남성,5032076,F,이성 단독(제외),0.2399,더스티화이트,화이트 레이어드 롱 슬리브 티셔츠
선행,남성,4771511,F,이성 단독(제외),0.2391,원헌드레드퍼센트,OHPxGOODD4 꽃을든남자 세미오버 반팔티
선행,남성,4920276,X,혼성(유지),0.2391,갈렉스,풋볼 베이직 나일론 숏슬리브 라이트그레이 GA5620 L/GR
선행,남성,5299063,X,혼성(유지),0.2391,빈폴 멘,더블니트 칼라넥 스웨트 셔츠  로열 블루
선행,남성,1862726,X,혼성(유지),0.2357,세븐틴스,뉴욕 아이언빌딩 오버핏 라운드 (블랙-FREE)
선행,남성,4904541,F,이성 단독(제외),0.2357,미스터차일드,플로 티셔츠 블랙
선행,남성,6107189,F,이성 단독(제외),0.2347,그루브라임,BLUE HOODIE DUMBY HALF T-SHIRTS (LBRSCTA305M)
선행,남성,363763,F,이성 단독(제외),0.2337,아타르,[55차발매]롱슬리브 티셔츠 화이트
선행,남성,3565629,X,혼성(유지),0.2337,댕글드랍,댕글 댕글 후드 블루
선행,남성,1351842,X,혼성(유지),0.2335,고스트릿,스트릿 후드 T 퍼플
선행,남성,593925,X,혼성(유지),0.2334,발란트,베이직 라운드 스포츠칼라셔츠 네이비
선행,남성,638728,X,혼성(유지),0.2319,발란트,포인트B 코스모스라인 티셔츠 그레이
선행,남성,6464019,F,이성 단독(제외),0.2319,무라,[무라 x 여름이네]하우디 썸머 티셔츠
선행,남성,5299053,X,혼성(유지),0.2317,빈폴 멘,더블니트 칼라넥 스웨트 셔츠  그린
선행,남성,853752,F,이성 단독(제외),0.2299,리스펙트,콜드월드 오버핏 스트라이프 단가라 티 (핑크)
선행,남성,3629825,F,이성 단독(제외),0.2285,그란투리스모,인베이더 절개라인 블랙 후디
선행,남성,5485633,F,이성 단독(제외),0.2265,빈폴골프,남성 패딩 믹스 하이브리드 맨투맨 티셔츠 - 블랙
선행,남성,5252575,F,이성 단독(제외),0.2255,쿠르베,Contrast Knitted jersey (Black)
선행,남성,4598177,F,이성 단독(제외),0.2248,페이탈고스트,Inferno-BK
선행,남성,573516,F,이성 단독(제외),0.2238,써,AG2 NEGATIVE T-SHIRTS_WH
선행,남성,4876857,F,이성 단독(제외),0.2217,쿠톤,프리클 오버핏 헤비 반팔티셔츠
선행,남성,4238035,F,이성 단독(제외),0.2212,체이스컬트,공용 캐릭터 그래픽 반팔 티셔츠-DCRU5845E0P
선행,남성,5573160,F,이성 단독(제외),0.2206,쿠톤,[쿠톤XIGEON] 카모윈드밀 오버핏 후디 3COLOR
선행,남성,6577861,F,이성 단독(제외),0.2203,테네르,파이브 스타 나시 화이트
선행,남성,1733264,X,혼성(유지),0.2202,제멋,[2PACK] 로아 덤블기모 박시 후드 2Pack KJHD2324
선행,남성,779738,F,이성 단독(제외),0.2193,이즈오프,젠틀맨 오렌지 반팔티
선행,남성,4080128,F,이성 단독(제외),0.2189,티떠블유엔,맨인어프 반팔 화이트 HHST3563
선행,남성,4748725,F,이성 단독(제외),0.2185,시에라디자인,[CLOUD 0] 니트로 메쉬 베이스레이어 BROWN
선행,남성,3472314,F,이성 단독(제외),0.2182,플래니트,[헤비쮸리] TECH SWEAT 세미오버핏 후드
선행,남성,1752882,F,이성 단독(제외),0.2177,이즈,워프 셔츠 브라운
선행,남성,5147161,F,이성 단독(제외),0.2177,디셈버텐,스퀘어넥 립 탱크탑 화이트
선행,남성,3851675,F,이성 단독(제외),0.2176,엑스트라오디너리,LAST CHANCE PRINT HOODIE  M/GREY
선행,남성,3928854,F,이성 단독(제외),0.2150,엔도어,Supima premium 1/2 T-shirt (white)
선행,남성,1945145,X,혼성(유지),0.2148,오드닷,스티치 디테일 티셔츠_블랙
선행,남성,2586206,F,이성 단독(제외),0.2136,유니온발란트,스토리카운티 티셔츠 브라운
선행,남성,4095636,F,이성 단독(제외),0.2124,캑터스도넛마켓,Classic Extend T-Shirt - Navy
선행,남성,4708358,F,이성 단독(제외),0.2109,테이아,남녀공용 우븐 후드티셔츠
선행,남성,5030458,F,이성 단독(제외),0.2097,웬즈데이오아시스,시그니처 커브 로고 반팔 티셔츠_MELANGE(W25-TP21)
선행,남성,5550266,F,이성 단독(제외),0.2097,더블유브이프로젝트,스탠다드 후드 블랙 SMHD7842
선행,남성,5087361,F,이성 단독(제외),0.2095,비피피,fffff tee_black
선행,남성,3208451,F,이성 단독(제외),0.2088,세인트페인,SP 에슬레틱 SNTPN 로고 티셔츠-블랙 화이트
선행,남성,873204,F,이성 단독(제외),0.2086,리스펙트,헤비웨이트 인터네셔널 재팬 로고 후드티 (화이트)
선행,남성,5690508,F,이성 단독(제외),0.2081,스크래틀 픽셀,VTG 스트라이프 후디[블랙스트라이프]
선행,남성,5240786,F,이성 단독(제외),0.2074,아크메드라비,COLOR MIX AC BEAR SHORT SLEEVE T-SHIRT
선행,남성,3279746,F,이성 단독(제외),0.2064,바스틱,노 클라스 락 티셔츠_블랙
선행,남성,3394713,F,이성 단독(제외),0.2057,어뉴브로스,매니페스트 오버핏 반팔티셔츠 10 Color [ANSE_9103]
선행,남성,6321846,F,이성 단독(제외),0.2047,캘빈클라인 진,애시드 워시 그래픽 반팔 티셔츠 A4RG840G UB1
선행,남성,2631714,F,이성 단독(제외),0.2045,폴루션,Whale Series-1 Half T-Shirt(PUNCMTS017_BL)
선행,남성,6238251,F,이성 단독(제외),0.2045,지플리시,워시드 슬리브리스 화이트
선행,남성,1641617,F,이성 단독(제외),0.2043,사운즈 비뮈에트,스트리트 갤러리후드 (#YEGUILTY)
선행,남성,1183688,F,이성 단독(제외),0.2019,사운즈 비뮈에트,로고 와펜 절개 터틀넥
선행,남성,4831181,F,이성 단독(제외),0.2009,디아도라,러닝 그래픽 싱글렛 PTN GREEN
선행,남성,5969766,F,이성 단독(제외),0.2007,아크메드라비,MIXED THREAD HOODIE ZIP UP (2 COLOR)
선행,남성,3029091,F,이성 단독(제외),0.1987,지크립,무지 특양면 후드티
선행,남성,6581786,F,이성 단독(제외),0.1987,일꼬르소,CRS Sorona Cotton ARCHIVE 숏 슬리브 티셔츠 화이트
선행,남성,5393016,F,이성 단독(제외),0.1985,문선,MJ Henley Neck Ribbed T-shirt / Black
선행,남성,1945117,X,혼성(유지),0.1981,오드닷,스티치 디테일 티셔츠_화이트
선행,남성,2364631,F,이성 단독(제외),0.1969,플루크,피그먼트 오버핏 반팔티셔츠 다크그레이 FST701
선행,남성,3759999,F,이성 단독(제외),0.1968,라드에디션,로고 릴렉스드 롱슬리브티_차콜
선행,남성,6561969,X,혼성(유지),0.1965,원헌드레드퍼센트,OHPxAIDAEVE 초사이언타이거 피그먼트 반팔티6
선행,남성,3828275,F,이성 단독(제외),0.1957,원헌드레드퍼센트,OHP 레터링03 세미오버 반팔티셔츠
선행,남성,1402602,F,이성 단독(제외),0.1930,모즈모즈,타이다이 레이온 오버핏 티셔츠_블랙
선행,남성,5419921,F,이성 단독(제외),0.1928,시프트지,Soft Jersey Hood Jumper  Beige
선행,남성,1974029,F,이성 단독(제외),0.1920,아이코노그라피,SURREALISM MOVEMET FLOWER STAR CR
선행,남성,5707955,X,혼성(유지),0.1920,원헌드레드퍼센트,OHPxHARMONIA b아임킹 기모 후드
선행,남성,2514432,F,이성 단독(제외),0.1912,사운즈 비뮈에트,SOUNDS 레이어드 긴팔 티셔츠
선행,남성,5409460,X,혼성(유지),0.1880,더바이닐하우스,96 LAYERED LS TEE BLACK
선행,남성,1384541,F,이성 단독(제외),0.1868,이에스엔,퓨어 헤비 반팔 티셔츠 블랙
선행,남성,4293889,F,이성 단독(제외),0.1865,자고류,TEA DYEING HENLEY NECK - GREEN TEA
선행,남성,1480559,F,이성 단독(제외),0.1858,드마크,남자여자  오버핏 무지 레이어드 반팔티 블랙
선행,남성,5982531,F,이성 단독(제외),0.1853,프라게,리브드 슬림 롱슬리브
선행,남성,6608023,F,이성 단독(제외),0.1845,드마크,M Street collage oversize sleeveless
선행,남성,3520431,F,이성 단독(제외),0.1840,젠사이,로고 티셔츠 [4colors]
선행,남성,2386889,X,혼성(유지),0.1828,리베레,FOREVER HOODIE / BLACK
선행,남성,5368637,F,이성 단독(제외),0.1816,티엔지티,Oversize Hoodie Sweatshirt (Black) TNTS5F102BK
선행,남성,5793144,X,혼성(유지),0.1811,원헌드레드퍼센트,OHPxGOODD b돈스탑 no.7 기모 후드
선행,남성,3183367,F,이성 단독(제외),0.1809,프롬아를,80S 빈티지 슬리브리스 / 모헤어
선행,남성,1752868,F,이성 단독(제외),0.1804,이즈,워프 셔츠 캐롯
선행,남성,3513002,X,혼성(유지),0.1781,리브레너,데일리 스웻 기모 후디 세트
선행,남성,2245742,F,이성 단독(제외),0.1780,우빙,PLEATS LONG SLEEVE (PURPLE)
선행,남성,2191152,X,혼성(유지),0.1779,서키,패드록 시그니처 래글런 소매 후드(크림)(남녀공용)
선행,남성,5254938,F,이성 단독(제외),0.1760,쿠르베,Contrast Wed Round Neck T-shirt (Black)
선행,남성,6175747,F,이성 단독(제외),0.1726,토마스모어,튜블러 티 (10 Color)
선행,남성,6561957,X,혼성(유지),0.1713,원헌드레드퍼센트,OHPxHARMONIA b컬러풀타이거 피그먼트 반팔티
선행,남성,3350150,X,혼성(유지),0.1709,원헌드레드퍼센트,OHP X MOAI b프리랜서 no.2 세미오버 반팔티
선행,남성,4513736,F,이성 단독(제외),0.1698,캔바츠,돈두댓 그래픽 반팔 티셔츠 (차콜그레이)
선행,남성,6593034,F,이성 단독(제외),0.1694,아디다스,메르세데스 - AMG F1 팀 드라이버 저지 어센틱 KE5325
선행,남성,4223572,F,이성 단독(제외),0.1671,왓더퍽,WTP 아치 로고 메쉬 반팔 하키져지 네이비
선행,남성,4655127,F,이성 단독(제외),0.1670,무신사 스탠다드,피그먼트 탱크 탑 [스모크 핑크]
선행,남성,4150207,F,이성 단독(제외),0.1645,리에마르,플라워 코튼 로즈 티셔츠
선행,남성,6131754,F,이성 단독(제외),0.1625,어고우,플로우라인 립 슬리브 퍼플
선행,남성,5033963,F,이성 단독(제외),0.1607,더스티화이트,디스트로이드 워시드 화이트 티셔츠
선행,남성,3479872,F,이성 단독(제외),0.1596,그레일즈,SLOGAN OVAL LOGO HOODIE [MELANGE GREY]
선행,남성,1102740,F,이성 단독(제외),0.1578,디쏘에이치,로고 슬리브
선행,남성,3480066,F,이성 단독(제외),0.1573,꼬모니노즈,FLUFFY FRIENDS HOODIE [2 COLOR]
선행,남성,5219860,F,이성 단독(제외),0.1573,케이엔드,스컬 자수 카라 니트 블랙
선행,남성,6208559,F,이성 단독(제외),0.1573,지플리시,TL 코튼 링거 하프 티 그레이
선행,남성,2723316,F,이성 단독(제외),0.1556,에포님,러브 슬리브리스_블랙
선행,남성,1087547,F,이성 단독(제외),0.1549,로우 투 로우,MRT019D 멀시 박시 티 (쿨그레이)
선행,남성,5526482,F,이성 단독(제외),0.1544,고하더,고하더 머슬나시 블랙
선행,남성,6037684,F,이성 단독(제외),0.1534,노쿨러스,UL T-SHIRT 04 WHITE
선행,남성,4983756,X,혼성(유지),0.1510,세르지오 타키니,U 스트라이프 저지 럭비 셔츠 (D.Green)
선행,남성,1454073,F,이성 단독(제외),0.1500,웨이브건,큐프라 유넥 티셔츠 그레이
선행,남성,4200458,F,이성 단독(제외),0.1499,원헌드레드퍼센트,OHPxAIDAEVE4 소프트베이비 세미오버 반팔티m
선행,남성,3286023,F,이성 단독(제외),0.1478,프롬아를,화이트 오버사이즈 아플리케 티셔츠 / HOPE
선행,남성,6415612,F,이성 단독(제외),0.1477,드로우핏,미니멀 리브드 슬리브리스 [3color]
선행,남성,3249538,F,이성 단독(제외),0.1472,엘엠씨,BLIND ITALIC STRIPE TEE white
선행,남성,2330013,F,이성 단독(제외),0.1469,리스펙트,script tee (Black)
선행,남성,3286017,F,이성 단독(제외),0.1466,프롬아를,플라워 프린트 슬리브리스 / 화이트
선행,남성,6063081,F,이성 단독(제외),0.1462,스튜디오 톰보이,[MEN] 백 그래픽 피그먼트 후디 맨투맨_베이지 9156122115
선행,남성,4117795,F,이성 단독(제외),0.1460,리트리버클럽,GRAFFITI DOGS TEE [WHITE]
선행,남성,6388329,F,이성 단독(제외),0.1457,일꼬르소,워시드 포켓 숏 슬리브 티셔츠 다크 블루
선행,남성,3867845,F,이성 단독(제외),0.1448,베이직하우스,면16수 릴렉스핏 긴팔티셔츠 화이트 LATS0111
선행,남성,1451623,F,이성 단독(제외),0.1421,색 스튜디오,COZY BLOCK T-SHIRTS BLACK
선행,남성,2583267,F,이성 단독(제외),0.1412,이노스 골프,알포트 후디 그레이
선행,남성,4873795,F,이성 단독(제외),0.1412,엘무드,캘리 그래픽 링거 티셔츠 블랙
선행,남성,5254541,F,이성 단독(제외),0.1395,쿠르베,V-NECK POLO (White)
선행,남성,6528302,F,이성 단독(제외),0.1386,엄브로,챈트 메쉬 그래픽 로고 반팔 티셔츠 블루 UR321CRS74
선행,남성,3996884,F,이성 단독(제외),0.1366,유니온스튜디오,루즈핏 베이직 실키 긴팔티 ( 4Color )
선행,남성,4861024,F,이성 단독(제외),0.1363,어널로이드,버튼 플라워 피케 폴로 셔츠 / 네이비
선행,남성,5354006,F,이성 단독(제외),0.1356,엔도어,Vtg zip-up stripe polo shirt (vtg red)
선행,남성,2555069,F,이성 단독(제외),0.1355,올리버코튼즈,코튼 와펜 티셔츠 (블랙)
선행,남성,3193225,F,이성 단독(제외),0.1353,라이프워크,나일론 배색 반팔티셔츠
선행,남성,3380403,F,이성 단독(제외),0.1352,드마크,오버핏 반팔 스티치 포인트 티셔츠 블랙
선행,남성,4422427,F,이성 단독(제외),0.1350,엘무드,LD 리브드 슬리브리스 ( 3 COLOR )
선행,남성,3021560,F,이성 단독(제외),0.1347,스터프,코기 릴리 ARCHE 후드티
선행,남성,3945224,F,이성 단독(제외),0.1343,록히드마틴,HALF ZIP MESH HOODIE PULLOVER (CHARCOAL)
선행,남성,2567384,F,이성 단독(제외),0.1340,어텐션로우,22SS07AT029 숄더 파이핑 레귤러 오버핏 반팔 (카키브라운)
선행,남성,6254460,F,이성 단독(제외),0.1316,데상트골프,남성 그래픽 반팔 카라 티셔츠  DR22MFTS4H
선행,남성,1354875,F,이성 단독(제외),0.1312,모즈모즈,세로로고 오버핏 티셔츠_화이트
선행,남성,6330600,F,이성 단독(제외),0.1299,컬럼비아,남성 본피쉬 플랫 반팔 셔츠
선행,남성,5254913,F,이성 단독(제외),0.1295,쿠르베,Buckle Contrast Wed Round Neck T-shirt (Black)
선행,남성,4765007,F,이성 단독(제외),0.1293,무신사 스탠다드,크로셰 슬리브리스 탑 [아이보리]
선행,남성,5182777,F,이성 단독(제외),0.1291,케이지엠,스머지 로고 반팔 티셔츠 BLACK
선행,남성,4983754,X,혼성(유지),0.1276,세르지오 타키니,U 스트라이프 저지 럭비 셔츠 (Blue)
선행,남성,4917737,F,이성 단독(제외),0.1242,티엔지티,Essential Round Neck T-Shirt (Light Beige) TNTS5E206I2
선행,남성,5306444,F,이성 단독(제외),0.1233,발란트,피그먼트 슬로건 버클 후드 - 핑크
선행,남성,1641178,F,이성 단독(제외),0.1228,사운즈 비뮈에트,스트리트 갤러리 티셔츠 (#YEGUILTY)
선행,남성,4876854,F,이성 단독(제외),0.1228,쿠톤,이퀄리티 오버핏 헤비 반팔티셔츠
선행,남성,1354981,F,이성 단독(제외),0.1216,모즈모즈,오버핏 특양면 반팔티셔츠_블루
선행,남성,3800887,F,이성 단독(제외),0.1201,와이케이,말티즈 아카이브 라인 그래픽 후드티셔츠 모스 그린
선행,남성,5254902,F,이성 단독(제외),0.1199,쿠르베,Buckle Contrast Wed Round Neck T-shirt (White)
선행,남성,1983278,F,이성 단독(제외),0.1183,아이코노그라피,SURREALISM MOVEMET FLOWER 2 BK
선행,남성,6187011,F,이성 단독(제외),0.1180,미얼리 메이드,프리미엄 슬럽져지 크롭 티셔츠
선행,남성,5829428,X,혼성(유지),0.1179,원헌드레드퍼센트,OHPxMOAI b캠핑 기모 후드집업
선행,남성,6013716,F,이성 단독(제외),0.1168,올세인츠,엠블럼 크루 티셔츠 M006PE-162
선행,남성,4172842,F,이성 단독(제외),0.1164,나이키,스포츠웨어 클럽 티셔츠 M - 블랙 / FV0376-010
선행,남성,5783252,F,이성 단독(제외),0.1160,스페셜게스트,V2 ALTEREGO MERCERIZED TEE (White)
선행,남성,4876573,F,이성 단독(제외),0.1157,쿠톤,보더문 오버핏 헤비 반팔티셔츠
선행,남성,5148392,F,이성 단독(제외),0.1150,엠오오,볼드 타이포  반팔티 - 블랙
선행,남성,3219157,F,이성 단독(제외),0.1146,쿨트,FISH T-SHIRT 퍼플
선행,남성,4442466,F,이성 단독(제외),0.1140,와일드락,1999 아치 로고 후드 _블랙
선행,남성,4729118,F,이성 단독(제외),0.1139,지플리시,슬라브 헨리넥 핑거홀 화이트
선행,남성,2116855,F,이성 단독(제외),0.1138,로익,니트 슬리브리스
선행,남성,3491665,F,이성 단독(제외),0.1136,디 그랜드 마틴,V.HEAVY HOOD SWEAT DEGRAND_1% MELANGE
선행,남성,5315350,F,이성 단독(제외),0.1130,주앙옴므,크롭핏 컴팩트 코튼 롱슬리브 (차콜)
선행,남성,2208198,F,이성 단독(제외),0.1123,기명,백 플라워 후드 스웻 샌드베이지
선행,남성,4724774,F,이성 단독(제외),0.1115,송지오,송지오옴므 오토그래프 어시메트릭 후드 블랙 SH2TS216BK
선행,남성,6373729,F,이성 단독(제외),0.1109,엠오오,레이어드 브이넥 반팔티 - 블랙
선행,남성,4880670,F,이성 단독(제외),0.1108,갈렉스,풋볼 레터링 링거 숏슬리브 아이보리 GA5627 IV
선행,남성,6709325,X,혼성(유지),0.1095,원헌드레드퍼센트,OHPxHARMONIA 아젤리아 피그먼트 반팔티6
선행,남성,5861403,F,이성 단독(제외),0.1094,지제로 송지오,지제로 블루 아이 후드 핑크 SI2TS803PK
선행,남성,6615442,F,이성 단독(제외),0.1088,노밍,루즈핏 크롭 이지 후드티 - 그레이
선행,남성,5808759,X,혼성(유지),0.1086,발리안트,포스 융기모 오버핏 후드티셔츠 [5color]
선행,남성,6575036,F,이성 단독(제외),0.1086,레씨토,Grab Pulse T-Shirt_[Black]
선행,남성,6562157,F,이성 단독(제외),0.1081,메이킷투,스트라이프 크로쉐 슬리브리스
선행,남성,3377267,F,이성 단독(제외),0.1074,기명,씨사이드 그래픽 티셔츠 블랙
선행,남성,5170639,F,이성 단독(제외),0.1071,르아르,에센셜 크롭 티셔츠 [헤더 그레이]
선행,남성,5522561,F,이성 단독(제외),0.1070,엠오오,콘트라스트 버튼 후드 - 베이지
선행,남성,4293888,F,이성 단독(제외),0.1064,자고류,TEA DYEING HENLEY NECK - BLACK TEA
선행,남성,5723050,F,이성 단독(제외),0.1063,탑텐,공용 테리 스웨트 집업 _MSG1TC3901
선행,남성,6064851,F,이성 단독(제외),0.1062,송지오,송지오 컬렉션 크로싱 스트로크 페인티드 티셔츠 블랙 SI3TS717BK
선행,남성,3388504,F,이성 단독(제외),0.1055,드마크,박스핏 반팔 티셔츠 그레이
선행,남성,4748469,F,이성 단독(제외),0.1055,엔비에이,GSW 브이넥 우븐 피스테(N251TS131P) 블랙
선행,남성,4987582,F,이성 단독(제외),0.1053,젠사이,멀티 우븐패치 티셔츠
선행,남성,1098166,F,이성 단독(제외),0.1052,락핑거,에일리언 티 [ Blue ]
선행,남성,6096409,F,이성 단독(제외),0.1048,순진,사랑유랑 핏티드 티셔츠 [NAVY]
선행,남성,5974244,F,이성 단독(제외),0.1044,샌드 사운드,(UNISEX) 어닝 스트라이프 롱슬리브 티셔츠 블루
선행,남성,5393259,F,이성 단독(제외),0.1037,일꼬르소,울 블렌드 코지 폴로 니트 브라운 IESW5F505W2
선행,남성,6186423,F,이성 단독(제외),0.1018,르아르,에센셜 크롭 티셔츠 (12color)
선행,남성,3080282,F,이성 단독(제외),0.1012,노이어,실키 블렌디드 U넥 티셔츠 (화이트)
선행,남성,5911669,F,이성 단독(제외),0.1012,언타이틀 서울,유니콘 스몰 스트라이프 헨리넥 후디 블랙
선행,남성,4860497,F,이성 단독(제외),0.1008,탑텐,남성) COOL-AIR 크루넥 탱크_MSF5UL1203
선행,남성,5434617,F,이성 단독(제외),0.1000,메종미네드,BASIC WAFFLE HENLEY NECK CREAM
A,남성,6199997,F,이성 단독(제외),0.0986,프로-스펙스,남성 울트라라이트 메쉬 민소매
A,남성,3188962,F,이성 단독(제외),0.0975,어레이드,컴피 오버사이즈 래글런 후디 [NAVY]
A,남성,853753,F,이성 단독(제외),0.0972,리스펙트,오버핏 스트라이프 단가라 티 (블랙)
A,남성,2231614,F,이성 단독(제외),0.0966,레이버러스,베이직 로고 티셔츠 오렌지
A,남성,5029498,X,혼성(유지),0.0958,세터,스트라이프 칼라 반팔 티셔츠 레드
A,남성,3274393,F,이성 단독(제외),0.0951,드로우핏,블루베리 프린팅 티셔츠 [WHITE]
A,남성,4148999,F,이성 단독(제외),0.0950,그리디어스,Blue Clover Print Short Sleeve
A,남성,5547780,F,이성 단독(제외),0.0931,씨웨어 바이 더 지니어스,맨즈 크롭 롱 슬리브 티셔츠 카키
A,남성,6810443,F,이성 단독(제외),0.0931,에잇세컨즈,데일리 바서티 그래픽 반소매티  그레이
A,남성,2764216,F,이성 단독(제외),0.0899,더블유브이프로젝트,컬러인 후드 오트밀 MJHD7622
A,남성,4149724,F,이성 단독(제외),0.0899,그리디어스,Pink Issue 02 TEE
A,남성,1321724,F,이성 단독(제외),0.0890,우빙,BUCKLE UP HOODIE (GRAY)
A,남성,5220043,X,혼성(유지),0.0880,모스키토 머더러스,GOOD FOR YOU HOODED T-SHIRT
A,남성,1338042,X,혼성(유지),0.0875,오엠지티,[세트]EASY String Hood&Pants SET
A,남성,6507899,F,이성 단독(제외),0.0855,르아르,링거 포인트 그래픽 티셔츠 [블랙]
A,남성,3183372,F,이성 단독(제외),0.0829,프롬아를,80S 빈티지 슬리브리스 / 플라워
A,남성,5254978,F,이성 단독(제외),0.0828,모어댄블랙,NEW CUT OFF SLEEVELESS - BLACK
A,남성,5397833,F,이성 단독(제외),0.0824,쿠르베,Long Sleeve Zip Polo Shirt (Black)
A,남성,4177697,F,이성 단독(제외),0.0822,아날로그무드,린넨 쿨링 폴로 셔츠 (베이지)
A,남성,5840573,F,이성 단독(제외),0.0806,챕터엑스,베이직 트레커 하프집업 스트레치 후디 (Khaki)
A,남성,4177692,F,이성 단독(제외),0.0768,아날로그무드,린넨 쿨링 폴로 셔츠 (그레이)
A,남성,5878022,F,이성 단독(제외),0.0764,밀리토라,lot. 924 헨리 롱 슬리브 셔츠
A,남성,2571798,F,이성 단독(제외),0.0754,에드워드맥스,피치버그 피그먼트 티셔츠
A,남성,3286019,F,이성 단독(제외),0.0750,프롬아를,슬리브리스 코튼 티셔츠 / 아가일
A,남성,6810397,F,이성 단독(제외),0.0750,에잇세컨즈,데일리 스웨트 슬리브리스  블랙
A,남성,6574963,F,이성 단독(제외),0.0748,레씨토,Veil Mesh Layered T-Shirt_[Black]
A,남성,6647619,F,이성 단독(제외),0.0745,언티지,와이드 숄더 실키 민소매 티셔츠[Burgundy(UNISEX)]_UTT-ST73
A,남성,2329977,F,이성 단독(제외),0.0708,리스펙트,jobs tee (White)
A,남성,2036352,F,이성 단독(제외),0.0641,크리브나인,필드 포인트 카라 티셔츠
A,남성,6323050,F,이성 단독(제외),0.0641,히피하우스,Red Stripe Sleeve T-shirt
A,남성,5028096,F,이성 단독(제외),0.0612,유에프씨 스포츠,UFC 프라이드 컴뱃 릴렉스핏 반팔 티셔츠 화이트 U2SSW2109WH
A,남성,4976299,F,이성 단독(제외),0.0561,페이크캠퍼,베이직 피그먼트 반팔 티셔츠 [CHACOAL]
A,남성,6606642,F,이성 단독(제외),0.0536,드마크,M rough text-logo boxy sleeveless - White
A,남성,5075533,F,이성 단독(제외),0.0535,테일러메이드 어패럴,남성 빅레터링 비대칭 소매 카라 반팔 티셔츠 T8031TO2243-100
A,남성,4053258,F,이성 단독(제외),0.0516,노이어,[2PACK] 스퀘어 넥 니트 슬리브리스 (5 Color)
A,남성,2573504,F,이성 단독(제외),0.0500,에드워드맥스,브룩라인 PK 폴로칼라 티셔츠
A,남성,1902741,F,이성 단독(제외),0.0348,가까이 유니언즈,피아체 반팔 티셔츠 딥그레이
A,남성,5252530,F,이성 단독(제외),0.0258,쿠르베,Wed Sleeceless (White)
A,남성,5127754,F,이성 단독(제외),0.0243,마크엠,슬로건 프린팅 맨투맨 (MJIBI8709)
C,여성,4181468,F,동성·모델없음(유지),0.0202,메아,LOGO TANK TOP [BLACK]
C,여성,3983661,F,동성·모델없음(유지),0.0235,프롬아를,90S 빈티지 그래픽 티셔츠 / NAVY (WOMEN)
C,여성,2025885,F,동성·모델없음(유지),0.0369,누팍,프린트 오프숄더 티셔츠 - 화이트
C,여성,429992,F,동성·모델없음(유지),0.0557,코드아이엠,LOVE FOREVER L/S LAYERED SLEEVE T-SHIRT GREY
C,여성,3983673,F,동성·모델없음(유지),0.0649,프롬아를,90S 빈티지 그래픽 티셔츠 / OLIVE (WOMEN)
